State,Month,Year,Dayweek,Time,Crash Type,Number Fatalities
NSW,9,1996,Sunday,9:00,Multiple,1
SA,9,1996,Saturday,14:00,Multiple,1
Vic,9,1996,Saturday,9:00,Multiple,1
WA,9,1996,Saturday,15:00,Single,1
SA,9,1996,Sunday,15:00,Multiple,1
Qld,9,1996,Saturday,7:00,Multiple,1
WA,9,1996,Sunday,17:00,Single,1
Qld,9,1996,Sunday,12:00,Single,1
NSW,9,1996,Saturday,13:00,Multiple,2
Vic,9,1996,Saturday,7:00,Multiple,1
Vic,9,1996,Sunday,16:00,Multiple,1
NSW,9,1996,Saturday,6:00,Single,1
NSW,9,1996,Sunday,8:00,Single,1
WA,9,1996,Sunday,14:00,Multiple,2
Vic,9,1996,Sunday,7:00,Multiple,1
Vic,9,1996,Saturday,12:00,Multiple,1
Vic,9,1996,Sunday,16:00,Multiple,1
Vic,9,1996,Thursday,10:00,Multiple,1
NSW,9,1996,Friday,15:00,Single,1
Qld,9,1996,Tuesday,16:00,Multiple,1
Qld,9,1996,Friday,11:00,Multiple,1
NSW,9,1996,Wednesday,16:00,Single,2
WA,9,1996,Wednesday,15:00,Multiple,1
Vic,9,1996,Tuesday,13:00,Multiple,2
Vic,9,1996,Monday,10:00,Multiple,2
Qld,9,1996,Thursday,10:00,Multiple,2
Qld,9,1996,Monday,16:00,Single,1
Qld,9,1996,Thursday,16:00,Multiple,1
NSW,9,1996,Thursday,15:00,Multiple,1
Qld,9,1996,Wednesday,6:00,Single,1
NSW,9,1996,Monday,15:00,Multiple,1
NSW,9,1996,Monday,13:00,Single,1
Qld,9,1996,Monday,15:00,Multiple,1
WA,9,1996,Thursday,7:00,Single,1
Vic,9,1996,Friday,12:00,Multiple,1
SA,9,1996,Wednesday,14:00,Multiple,2
Vic,9,1996,Wednesday,10:00,Multiple,1
Qld,9,1996,Thursday,12:00,Multiple,1
NSW,9,1996,Friday,15:00,Single,1
Qld,9,1996,Friday,11:00,Single,1
NSW,9,1996,Monday,11:00,Single,1
Qld,9,1996,Friday,16:00,Multiple,1
NSW,9,1996,Wednesday,10:00,Multiple,1
Qld,9,1996,Monday,12:00,Multiple,1
Vic,9,1996,Friday,10:00,Multiple,1
SA,9,1996,Monday,14:00,Multiple,1
NSW,9,1996,Thursday,13:00,Multiple,1
WA,9,1996,Wednesday,7:00,Multiple,2
WA,9,1996,Monday,9:00,Single,1
NSW,9,1996,Tuesday,16:00,Multiple,1
NSW,9,1996,Wednesday,13:00,Multiple,1
Qld,9,1996,Thursday,9:00,Multiple,1
NSW,9,1996,Monday,9:00,Multiple,1
Vic,9,1996,Wednesday,13:00,Single,1
Qld,9,1996,Wednesday,14:00,Multiple,2
NSW,9,1996,Thursday,8:00,Multiple,1
SA,9,1996,Thursday,12:00,Single,1
Qld,9,1996,Thursday,6:00,Single,1
Qld,9,1996,Monday,13:00,Multiple,1
Qld,9,1996,Thursday,7:00,Single,2
WA,9,1996,Saturday,0:00,Single,1
NSW,9,1996,Sunday,19:00,Single,1
Vic,9,1996,Saturday,0:00,Single,1
NSW,9,1996,Tuesday,20:00,Single,1
Vic,9,1996,Wednesday,23:00,Single,1
Vic,9,1996,Friday,20:00,Single,1
SA,9,1996,Saturday,18:00,Single,1
NSW,9,1996,Friday,22:00,Single,1
SA,9,1996,Saturday,17:00,Single,1
Vic,9,1996,Friday,18:00,Single,1
Vic,9,1996,Friday,18:00,Single,1
NSW,9,1996,Thursday,20:00,Single,1
ACT,9,1996,Wednesday,19:00,Single,1
NT,9,1996,Wednesday,22:00,Single,1
NSW,9,1996,Monday,18:00,Single,1
NSW,9,1996,Tuesday,18:00,Single,1
NSW,9,1996,Thursday,22:00,Single,1
Tas,9,1996,Thursday,21:00,Single,1
Vic,9,1996,Wednesday,20:00,Single,1
WA,9,1996,Saturday,12:00,Single,1
NSW,9,1996,Friday,10:00,Single,1
Qld,9,1996,Monday,17:00,Single,1
NSW,9,1996,Wednesday,10:00,Single,1
Vic,9,1996,Monday,12:00,Single,1
Qld,9,1996,Wednesday,9:00,Single,1
Vic,9,1996,Thursday,22:00,Multiple,1
Qld,9,1996,Tuesday,16:00,Multiple,1
NSW,9,1996,Tuesday,11:00,Multiple,1
Vic,8,1996,Saturday,14:00,Single,1
SA,8,1996,Sunday,9:00,Single,1
SA,8,1996,Monday,18:00,Multiple,1
NSW,8,1996,Thursday,23:00,Single,1
Qld,8,1996,Sunday,10:00,Single,1
SA,8,1996,Saturday,5:00,Single,1
Qld,8,1996,Sunday,18:00,Single,1
NT,8,1996,Friday,21:00,Single,1
SA,8,1996,Sunday,1:00,Single,1
NT,8,1996,Saturday,1:00,Single,1
NT,8,1996,Sunday,0:00,Single,1
NSW,8,1996,Saturday,18:00,Single,1
NSW,8,1996,Saturday,21:00,Multiple,1
Vic,8,1996,Friday,20:00,Single,1
Qld,8,1996,Saturday,5:00,Single,1
NT,8,1996,Sunday,2:00,Single,1
WA,8,1996,Saturday,2:00,Single,1
Qld,8,1996,Saturday,1:00,Single,1
NSW,8,1996,Friday,20:00,Multiple,1
NSW,8,1996,Sunday,0:00,Multiple,1
Qld,8,1996,Saturday,2:00,Single,1
Vic,8,1996,Saturday,4:00,Single,1
WA,8,1996,Sunday,1:00,Single,1
NT,8,1996,Saturday,22:00,Multiple,3
Vic,8,1996,Sunday,22:00,Multiple,1
Vic,8,1996,Sunday,3:00,Single,1
SA,8,1996,Saturday,22:00,Single,1
Qld,8,1996,Sunday,20:00,Single,1
NT,8,1996,Monday,1:00,Single,1
Qld,8,1996,Sunday,5:00,Single,1
NSW,8,1996,Saturday,4:00,Single,1
Vic,8,1996,Sunday,1:00,Single,1
SA,8,1996,Saturday,2:00,Single,1
Tas,8,1996,Friday,18:00,Multiple,1
NSW,8,1996,Wednesday,1:00,Multiple,1
WA,8,1996,Friday,0:00,Single,1
NT,8,1996,Monday,20:00,Multiple,4
WA,8,1996,Thursday,22:00,Multiple,1
NT,8,1996,Thursday,18:00,Single,1
SA,8,1996,Thursday,0:00,Single,1
NSW,8,1996,Friday,3:00,Multiple,1
Vic,8,1996,Wednesday,18:00,Multiple,1
NSW,8,1996,Tuesday,21:00,Multiple,1
Vic,8,1996,Tuesday,1:00,Multiple,1
NSW,8,1996,Monday,22:00,Multiple,1
Qld,8,1996,Monday,21:00,Multiple,2
Vic,8,1996,Thursday,19:00,Multiple,1
Qld,8,1996,Thursday,4:00,Single,1
Qld,8,1996,Tuesday,21:00,Multiple,1
WA,8,1996,Thursday,23:00,Single,1
Vic,8,1996,Monday,22:00,Single,1
NSW,8,1996,Friday,3:00,Multiple,1
NSW,8,1996,Monday,19:00,Single,1
Vic,8,1996,Thursday,18:00,Multiple,1
Vic,8,1996,Thursday,5:00,Multiple,1
WA,8,1996,Tuesday,1:00,Multiple,2
Vic,8,1996,Thursday,22:00,Single,2
Qld,8,1996,Monday,23:00,Single,1
NSW,8,1996,Tuesday,3:00,Single,1
WA,8,1996,Tuesday,3:00,Single,1
NSW,8,1996,Wednesday,19:00,Multiple,2
NSW,8,1996,Tuesday,5:00,Multiple,1
NSW,8,1996,Friday,4:00,Multiple,1
Vic,8,1996,Monday,18:00,Single,1
Qld,8,1996,Thursday,22:00,Single,1
WA,8,1996,Thursday,23:00,Single,1
Qld,8,1996,Friday,0:00,Single,1
Qld,8,1996,Wednesday,5:00,Multiple,1
SA,8,1996,Sunday,15:00,Multiple,1
WA,8,1996,Saturday,17:00,Single,1
NSW,8,1996,Sunday,11:00,Single,1
Qld,8,1996,Sunday,16:00,Single,3
Tas,8,1996,Sunday,12:00,Multiple,1
NT,8,1996,Sunday,6:00,Single,1
Vic,8,1996,Saturday,9:00,Multiple,1
Vic,8,1996,Sunday,17:00,Multiple,1
Qld,8,1996,Sunday,12:00,Multiple,1
WA,8,1996,Sunday,11:00,Single,1
Qld,8,1996,Saturday,12:00,Multiple,1
ACT,8,1996,Sunday,8:00,Multiple,1
NSW,8,1996,Sunday,11:00,Multiple,1
Vic,8,1996,Sunday,14:00,Multiple,1
WA,8,1996,Sunday,10:00,Multiple,1
Vic,8,1996,Saturday,10:00,Single,1
WA,8,1996,Saturday,8:00,Multiple,1
NSW,8,1996,Saturday,15:00,Single,1
WA,8,1996,Saturday,6:00,Multiple,2
Vic,8,1996,Saturday,11:00,Single,1
Qld,8,1996,Sunday,10:00,Multiple,1
SA,8,1996,Saturday,13:00,Multiple,6
WA,8,1996,Sunday,10:00,Multiple,1
NSW,8,1996,Sunday,15:00,Multiple,1
WA,8,1996,Sunday,12:00,Multiple,1
WA,8,1996,Saturday,17:00,Multiple,4
WA,8,1996,Sunday,15:00,Multiple,1
SA,8,1996,Saturday,11:00,Single,1
Tas,8,1996,Tuesday,12:00,Single,1
Qld,8,1996,Monday,11:00,Multiple,2
Qld,8,1996,Friday,13:00,Multiple,1
Qld,8,1996,Friday,16:00,Single,2
Qld,8,1996,Friday,6:00,Multiple,1
WA,8,1996,Thursday,16:00,Multiple,1
Vic,8,1996,Wednesday,16:00,Multiple,1
Vic,8,1996,Tuesday,11:00,Multiple,1
NSW,8,1996,Thursday,7:00,Single,1
NSW,8,1996,Friday,16:00,Multiple,1
NSW,8,1996,Monday,15:00,Multiple,1
NSW,8,1996,Tuesday,10:00,Multiple,1
Qld,8,1996,Tuesday,10:00,Multiple,1
Vic,8,1996,Wednesday,6:00,Single,1
Vic,8,1996,Tuesday,11:00,Multiple,1
NSW,8,1996,Monday,7:00,Multiple,2
NSW,8,1996,Wednesday,8:00,Multiple,1
Qld,8,1996,Tuesday,6:00,Multiple,1
Qld,8,1996,Friday,17:00,Multiple,1
NSW,8,1996,Thursday,7:00,Multiple,1
NSW,8,1996,Thursday,16:00,Multiple,2
Qld,8,1996,Thursday,7:00,Multiple,1
SA,8,1996,Monday,10:00,Single,1
Vic,8,1996,Wednesday,12:00,Multiple,1
WA,8,1996,Tuesday,15:00,Multiple,1
Vic,8,1996,Friday,11:00,Multiple,1
Qld,8,1996,Tuesday,6:00,Multiple,1
NT,8,1996,Wednesday,16:00,Multiple,2
NSW,8,1996,Wednesday,11:00,Single,2
Vic,8,1996,Wednesday,15:00,Single,1
SA,8,1996,Thursday,9:00,Multiple,1
ACT,8,1996,Thursday,11:00,Multiple,2
Vic,8,1996,Wednesday,16:00,Single,1
SA,8,1996,Friday,8:00,Multiple,1
NSW,8,1996,Friday,10:00,Multiple,1
NT,8,1996,Friday,8:00,Single,2
SA,8,1996,Wednesday,11:00,Multiple,1
Vic,8,1996,Monday,14:00,Multiple,1
NSW,8,1996,Thursday,7:00,Multiple,1
NSW,8,1996,Monday,11:00,Multiple,1
Qld,8,1996,Friday,16:00,Single,1
Vic,8,1996,Thursday,14:00,Multiple,1
NSW,8,1996,Thursday,6:00,Single,1
NSW,8,1996,Friday,14:00,Multiple,2
NSW,8,1996,Friday,11:00,Multiple,1
Qld,8,1996,Wednesday,17:00,Multiple,1
NSW,8,1996,Friday,18:00,Single,1
NSW,8,1996,Friday,22:00,Single,1
NSW,8,1996,Sunday,1:00,Single,1
SA,8,1996,Saturday,18:00,Single,1
NSW,8,1996,Saturday,19:00,Single,1
WA,8,1996,Saturday,16:00,Single,1
WA,8,1996,Saturday,21:00,Single,1
NSW,8,1996,Friday,20:00,Single,1
NSW,8,1996,Wednesday,18:00,Single,1
Qld,8,1996,Wednesday,19:00,Single,1
NSW,8,1996,Thursday,0:00,Single,1
WA,8,1996,Tuesday,20:00,Single,1
Qld,8,1996,Thursday,21:00,Single,1
SA,8,1996,Saturday,10:00,Single,1
Vic,8,1996,Friday,9:00,Single,1
SA,8,1996,Thursday,8:00,Single,1
NSW,8,1996,Wednesday,7:00,Single,1
WA,8,1996,Wednesday,12:00,Single,1
NSW,8,1996,Thursday,13:00,Single,1
Vic,8,1996,Monday,16:00,Single,1
NSW,8,1996,Friday,12:00,Single,1
NSW,8,1996,Thursday,16:00,Single,1
Qld,8,1996,Tuesday,17:00,Single,1
Qld,8,1996,Tuesday,8:00,Single,1
Vic,8,1996,Friday,15:00,Single,1
NSW,8,1996,Friday,21:00,Multiple,1
Vic,8,1996,Tuesday,23:00,Multiple,1
Vic,8,1996,Thursday,16:00,Multiple,1
Qld,7,1996,Sunday,0:00,Single,1
Qld,7,1996,Friday,22:00,Single,1
Vic,7,1996,Saturday,0:00,Single,1
Qld,7,1996,Tuesday,19:00,Multiple,1
Qld,7,1996,Wednesday,22:00,Single,1
Vic,7,1996,Monday,3:00,Single,1
Qld,7,1996,Saturday,1:00,Single,1
NSW,7,1996,Monday,1:00,Multiple,1
NSW,7,1996,Saturday,18:00,Multiple,1
NSW,7,1996,Sunday,1:00,Single,1
Vic,7,1996,Saturday,4:00,Single,2
NSW,7,1996,Friday,23:00,Single,1
Qld,7,1996,Saturday,0:00,Single,1
WA,7,1996,Sunday,19:00,Single,1
WA,7,1996,Sunday,0:00,Single,1
NT,7,1996,Friday,21:00,Single,1
NSW,7,1996,Sunday,18:00,Single,1
WA,7,1996,Friday,23:00,Single,1
NSW,7,1996,Sunday,2:00,Single,1
NSW,7,1996,Saturday,4:00,Single,2
SA,7,1996,Sunday,0:00,Single,1
Qld,7,1996,Saturday,3:00,Single,1
NT,7,1996,Friday,19:00,Multiple,1
Vic,7,1996,Sunday,18:00,Multiple,1
NSW,7,1996,Saturday,19:00,Single,1
WA,7,1996,Monday,3:00,Single,1
WA,7,1996,Monday,3:00,Single,1
Vic,7,1996,Saturday,2:00,Single,1
WA,7,1996,Saturday,5:00,Single,1
Tas,7,1996,Saturday,18:00,Multiple,1
WA,7,1996,Sunday,19:00,Single,1
NSW,7,1996,Sunday,19:00,Single,1
SA,7,1996,Monday,18:00,Single,1
SA,7,1996,Thursday,19:00,Multiple,1
SA,7,1996,Monday,19:00,Single,1
Vic,7,1996,Friday,4:00,Single,1
SA,7,1996,Thursday,2:00,Single,1
NSW,7,1996,Thursday,2:00,Single,1
WA,7,1996,Friday,1:00,Single,1
WA,7,1996,Monday,20:00,Single,1
WA,7,1996,Monday,23:00,Multiple,1
Vic,7,1996,Thursday,22:00,Multiple,1
Vic,7,1996,Thursday,21:00,Single,2
Qld,7,1996,Thursday,19:00,Multiple,1
NSW,7,1996,Tuesday,5:00,Single,1
NSW,7,1996,Tuesday,18:00,Single,1
NSW,7,1996,Tuesday,0:00,Single,1
NSW,7,1996,Thursday,4:00,Single,2
NSW,7,1996,Wednesday,3:00,Multiple,1
Qld,7,1996,Monday,22:00,Single,1
SA,7,1996,Wednesday,1:00,Single,1
NT,7,1996,Tuesday,4:00,Single,1
SA,7,1996,Sunday,16:00,Multiple,1
Qld,7,1996,Saturday,9:00,Multiple,1
SA,7,1996,Sunday,6:00,Single,1
Vic,7,1996,Saturday,17:00,Multiple,1
Qld,7,1996,Sunday,16:00,Multiple,2
NSW,7,1996,Saturday,17:00,Single,1
SA,7,1996,Saturday,10:00,Multiple,1
Vic,7,1996,Saturday,9:00,Multiple,1
WA,7,1996,Sunday,7:00,Single,1
NSW,7,1996,Saturday,9:00,Multiple,1
NSW,7,1996,Saturday,16:00,Multiple,1
Vic,7,1996,Saturday,16:00,Multiple,1
WA,7,1996,Sunday,13:00,Single,1
Vic,7,1996,Saturday,12:00,Multiple,1
Vic,7,1996,Sunday,6:00,Multiple,1
NSW,7,1996,Saturday,11:00,Multiple,1
Tas,7,1996,Saturday,15:00,Multiple,1
NSW,7,1996,Sunday,16:00,Single,1
Qld,7,1996,Sunday,16:00,Multiple,1
Qld,7,1996,Sunday,16:00,Multiple,2
Qld,7,1996,Saturday,12:00,Multiple,1
Qld,7,1996,Sunday,6:00,Single,1
WA,7,1996,Saturday,8:00,Multiple,2
Vic,7,1996,Saturday,15:00,Multiple,1
NSW,7,1996,Saturday,11:00,Single,1
NSW,7,1996,Tuesday,11:00,Multiple,1
NSW,7,1996,Tuesday,8:00,Multiple,1
NT,7,1996,Friday,17:00,Multiple,1
SA,7,1996,Friday,9:00,Multiple,1
Vic,7,1996,Monday,7:00,Single,1
Vic,7,1996,Friday,17:00,Multiple,1
Qld,7,1996,Tuesday,10:00,Single,1
NSW,7,1996,Wednesday,12:00,Multiple,1
WA,7,1996,Friday,16:00,Multiple,2
WA,7,1996,Wednesday,8:00,Single,1
Qld,7,1996,Thursday,17:00,Single,1
Vic,7,1996,Thursday,12:00,Multiple,1
Vic,7,1996,Friday,13:00,Single,1
Qld,7,1996,Wednesday,10:00,Single,1
NSW,7,1996,Friday,11:00,Multiple,1
Qld,7,1996,Friday,16:00,Single,1
Qld,7,1996,Thursday,9:00,Multiple,1
Tas,7,1996,Thursday,13:00,Multiple,1
WA,7,1996,Thursday,12:00,Single,1
Vic,7,1996,Friday,10:00,Multiple,1
Qld,7,1996,Tuesday,8:00,Multiple,3
NSW,7,1996,Monday,14:00,Multiple,1
NSW,7,1996,Friday,15:00,Multiple,1
NSW,7,1996,Wednesday,12:00,Multiple,1
NSW,7,1996,Wednesday,16:00,Single,1
Qld,7,1996,Tuesday,15:00,Single,1
NSW,7,1996,Friday,15:00,Single,1
Vic,7,1996,Monday,9:00,Multiple,1
NSW,7,1996,Thursday,11:00,Single,1
WA,7,1996,Thursday,11:00,Single,1
Vic,7,1996,Tuesday,8:00,Multiple,1
Qld,7,1996,Thursday,15:00,Single,1
Tas,7,1996,Wednesday,12:00,Single,3
NSW,7,1996,Thursday,10:00,Multiple,2
Vic,7,1996,Friday,12:00,Multiple,1
SA,7,1996,Thursday,13:00,Single,1
WA,7,1996,Friday,6:00,Multiple,1
NSW,7,1996,Tuesday,13:00,Single,1
Vic,7,1996,Tuesday,14:00,Single,1
Vic,7,1996,Monday,9:00,Single,1
NSW,7,1996,Sunday,2:00,Single,1
NSW,7,1996,Wednesday,18:00,Single,1
Vic,7,1996,Friday,18:00,Single,1
Qld,7,1996,Saturday,22:00,Single,1
NSW,7,1996,Friday,19:00,Single,1
NSW,7,1996,Saturday,19:00,Single,1
NT,7,1996,Friday,20:00,Single,1
Vic,7,1996,Wednesday,18:00,Single,1
WA,7,1996,Tuesday,18:00,Single,1
WA,7,1996,Saturday,8:00,Single,1
NSW,7,1996,Sunday,10:00,Single,1
NSW,7,1996,Saturday,16:00,Single,1
NSW,7,1996,Saturday,17:00,Single,1
SA,7,1996,Tuesday,16:00,Single,1
NSW,7,1996,Friday,16:00,Single,1
NSW,7,1996,Tuesday,15:00,Single,1
NSW,7,1996,Thursday,7:00,Single,1
Vic,7,1996,Monday,9:00,Single,1
Vic,7,1996,Friday,12:00,Single,1
NSW,7,1996,Thursday,17:00,Single,1
NSW,7,1996,Monday,11:00,Single,1
NSW,7,1996,Tuesday,8:00,Single,1
NSW,7,1996,Tuesday,9:00,Single,1
SA,6,1996,Sunday,22:00,Multiple,6
NSW,6,1996,Sunday,6:00,Single,1
Vic,6,1996,Sunday,18:00,Single,1
Qld,6,1996,Saturday,8:00,Multiple,1
Vic,6,1996,Sunday,1:00,Single,1
NSW,6,1996,Tuesday,5:00,Multiple,1
SA,6,1996,Wednesday,19:00,Single,1
Qld,6,1996,Saturday,23:00,Multiple,1
Qld,6,1996,Saturday,0:00,Single,1
Vic,6,1996,Sunday,4:00,Single,1
SA,6,1996,Saturday,5:00,Single,1
WA,6,1996,Saturday,2:00,Single,1
Qld,6,1996,Saturday,18:00,Multiple,1
NSW,6,1996,Saturday,23:00,Single,1
NSW,6,1996,Saturday,5:00,Multiple,1
SA,6,1996,Sunday,3:00,Single,1
NSW,6,1996,Saturday,18:00,Multiple,1
Vic,6,1996,Saturday,18:00,Multiple,1
SA,6,1996,Friday,20:00,Single,1
NSW,6,1996,Monday,1:00,Single,1
NSW,6,1996,Saturday,2:00,Single,1
Qld,6,1996,Saturday,21:00,Single,1
Qld,6,1996,Friday,22:00,Single,1
Vic,6,1996,Saturday,19:00,Single,1
Vic,6,1996,Sunday,3:00,Single,1
Vic,6,1996,Saturday,13:00,Single,1
WA,6,1996,Saturday,23:00,Single,1
NSW,6,1996,Friday,21:00,Multiple,1
NSW,6,1996,Saturday,19:00,Single,1
Vic,6,1996,Saturday,21:00,Single,1
NSW,6,1996,Saturday,1:00,Single,1
NSW,6,1996,Saturday,3:00,Single,1
Vic,6,1996,Saturday,20:00,Single,1
Qld,6,1996,Saturday,23:00,Single,1
WA,6,1996,Saturday,21:00,Single,1
WA,6,1996,Wednesday,19:00,Multiple,1
Qld,6,1996,Thursday,22:00,Single,1
Vic,6,1996,Thursday,18:00,Multiple,1
Qld,6,1996,Monday,19:00,Single,1
NSW,6,1996,Thursday,20:00,Single,1
SA,6,1996,Thursday,2:00,Single,1
Qld,6,1996,Tuesday,21:00,Single,1
WA,6,1996,Wednesday,23:00,Multiple,1
NSW,6,1996,Wednesday,21:00,Multiple,3
WA,6,1996,Thursday,20:00,Multiple,1
NSW,6,1996,Monday,22:00,Multiple,1
WA,6,1996,Sunday,16:00,Multiple,1
NSW,6,1996,Sunday,14:00,Multiple,1
NSW,6,1996,Sunday,9:00,Single,1
Vic,6,1996,Saturday,16:00,Multiple,1
Qld,6,1996,Sunday,7:00,Single,1
Vic,6,1996,Saturday,13:00,Multiple,1
Qld,6,1996,Saturday,9:00,Multiple,1
NSW,6,1996,Sunday,15:00,Single,1
Vic,6,1996,Sunday,17:00,Single,1
NSW,6,1996,Sunday,14:00,Multiple,1
NSW,6,1996,Sunday,17:00,Single,1
SA,6,1996,Sunday,10:00,Multiple,1
Qld,6,1996,Sunday,15:00,Single,1
WA,6,1996,Saturday,16:00,Single,1
Qld,6,1996,Sunday,14:00,Multiple,1
Vic,6,1996,Saturday,13:00,Single,1
Tas,6,1996,Saturday,14:00,Multiple,1
NSW,6,1996,Sunday,9:00,Single,1
ACT,6,1996,Sunday,16:00,Multiple,1
SA,6,1996,Wednesday,12:00,Multiple,1
Tas,6,1996,Thursday,15:00,Single,1
NSW,6,1996,Tuesday,13:00,Single,1
NSW,6,1996,Wednesday,7:00,Single,1
WA,6,1996,Thursday,15:00,Single,1
NSW,6,1996,Thursday,15:00,Multiple,1
NSW,6,1996,Tuesday,6:00,Multiple,2
Qld,6,1996,Thursday,6:00,Single,1
Qld,6,1996,Wednesday,12:00,Single,1
WA,6,1996,Friday,14:00,Single,1
Qld,6,1996,Thursday,13:00,Multiple,1
WA,6,1996,Thursday,15:00,Multiple,1
NSW,6,1996,Tuesday,15:00,Single,1
NSW,6,1996,Tuesday,11:00,Multiple,1
NT,6,1996,Monday,17:00,Single,1
Qld,6,1996,Thursday,15:00,Multiple,1
Vic,6,1996,Thursday,7:00,Single,1
Qld,6,1996,Friday,8:00,Multiple,1
Qld,6,1996,Friday,7:00,Single,1
NSW,6,1996,Friday,8:00,Multiple,1
WA,6,1996,Thursday,8:00,Single,1
NSW,6,1996,Friday,8:00,Multiple,1
Qld,6,1996,Friday,10:00,Multiple,1
SA,6,1996,Thursday,15:00,Multiple,1
Vic,6,1996,Friday,17:00,Multiple,1
SA,6,1996,Monday,17:00,Multiple,1
Vic,6,1996,Tuesday,17:00,Multiple,3
SA,6,1996,Tuesday,14:00,Single,1
Qld,6,1996,Wednesday,17:00,Multiple,1
NSW,6,1996,Thursday,14:00,Multiple,1
NSW,6,1996,Tuesday,10:00,Multiple,1
SA,6,1996,Thursday,13:00,Multiple,1
NSW,6,1996,Monday,10:00,Multiple,1
Vic,6,1996,Tuesday,8:00,Multiple,1
NSW,6,1996,Wednesday,12:00,Multiple,1
Qld,6,1996,Tuesday,11:00,Multiple,2
WA,6,1996,Wednesday,10:00,Single,1
NSW,6,1996,Friday,10:00,Multiple,1
Qld,6,1996,Thursday,7:00,Multiple,1
Qld,6,1996,Sunday,16:00,Single,1
NSW,6,1996,Tuesday,5:00,Single,1
NSW,6,1996,Friday,18:00,Single,1
WA,6,1996,Friday,20:00,Single,1
Vic,6,1996,Sunday,2:00,Single,1
NSW,6,1996,Saturday,22:00,Single,1
NSW,6,1996,Saturday,18:00,Single,1
ACT,6,1996,Sunday,0:00,Single,1
Vic,6,1996,Sunday,5:00,Single,1
NSW,6,1996,Sunday,2:00,Single,1
WA,6,1996,Friday,23:00,Single,1
Qld,6,1996,Saturday,18:00,Single,1
NSW,6,1996,Sunday,3:00,Single,1
SA,6,1996,Saturday,20:00,Single,1
Qld,6,1996,Saturday,4:00,Single,1
WA,6,1996,Thursday,20:00,Single,1
WA,6,1996,Tuesday,18:00,Single,1
Vic,6,1996,Wednesday,18:00,Single,1
NSW,6,1996,Monday,19:00,Single,1
NSW,6,1996,Wednesday,19:00,Single,1
SA,6,1996,Friday,5:00,Single,1
NSW,6,1996,Wednesday,20:00,Single,1
Qld,6,1996,Saturday,17:00,Single,1
NSW,6,1996,Saturday,15:00,Single,1
Qld,6,1996,Wednesday,10:00,Single,1
Qld,6,1996,Tuesday,16:00,Single,1
NSW,6,1996,Monday,16:00,Single,1
Vic,6,1996,Friday,8:00,Single,1
Vic,6,1996,Thursday,6:00,Single,1
Vic,6,1996,Wednesday,14:00,Single,1
Vic,6,1996,Tuesday,7:00,Single,1
NSW,6,1996,Friday,8:00,Single,1
Qld,6,1996,Wednesday,17:00,Single,1
Vic,6,1996,Monday,17:00,Single,1
NSW,6,1996,Thursday,9:00,Single,1
NSW,6,1996,Friday,17:00,Single,1
WA,6,1996,Tuesday,13:00,Single,1
Vic,6,1996,Wednesday,6:00,Single,1
NSW,6,1996,Friday,12:00,Single,1
NSW,6,1996,Wednesday,17:00,Single,1
NSW,6,1996,Thursday,9:00,Single,1
NSW,6,1996,Thursday,8:00,Single,1
NSW,6,1996,Sunday,17:00,Multiple,1
NSW,6,1996,Wednesday,19:00,Multiple,1
Qld,6,1996,Thursday,17:00,Multiple,1
Qld,5,1996,Tuesday,13:00,Multiple,1
SA,5,1996,Saturday,22:00,Multiple,1
Vic,5,1996,Sunday,3:00,Single,1
NT,5,1996,Saturday,22:00,Single,1
NSW,5,1996,Friday,22:00,Single,1
Qld,5,1996,Saturday,18:00,Single,1
NSW,5,1996,Saturday,0:00,Single,1
Vic,5,1996,Saturday,20:00,Multiple,1
NSW,5,1996,Saturday,4:00,Single,1
Vic,5,1996,Saturday,4:00,Single,1
NSW,5,1996,Friday,23:00,Single,1
NSW,5,1996,Saturday,18:00,Multiple,1
Vic,5,1996,Friday,21:00,Multiple,1
NT,5,1996,Saturday,0:00,Single,1
NSW,5,1996,Friday,23:00,Single,1
Qld,5,1996,Sunday,3:00,Single,1
NSW,5,1996,Friday,23:00,Multiple,1
Qld,5,1996,Sunday,0:00,Single,1
Vic,5,1996,Saturday,23:00,Single,1
NSW,5,1996,Sunday,0:00,Single,1
NSW,5,1996,Saturday,4:00,Single,1
Vic,5,1996,Saturday,18:00,Multiple,1
NSW,5,1996,Saturday,22:00,Single,2
Vic,5,1996,Sunday,19:00,Single,1
SA,5,1996,Sunday,0:00,Single,1
NT,5,1996,Saturday,19:00,Single,1
Qld,5,1996,Sunday,1:00,Single,1
NSW,5,1996,Saturday,20:00,Multiple,1
NT,5,1996,Saturday,0:00,Multiple,1
SA,5,1996,Friday,23:00,Single,1
NSW,5,1996,Saturday,23:00,Single,1
Qld,5,1996,Friday,22:00,Single,1
Vic,5,1996,Saturday,2:00,Single,1
Qld,5,1996,Friday,5:00,Single,1
Vic,5,1996,Wednesday,4:00,Multiple,2
NT,5,1996,Wednesday,20:00,Multiple,1
Qld,5,1996,Friday,3:00,Single,1
Qld,5,1996,Tuesday,18:00,Multiple,1
Qld,5,1996,Tuesday,5:00,Multiple,1
NSW,5,1996,Wednesday,5:00,Multiple,1
Vic,5,1996,Tuesday,18:00,Single,1
WA,5,1996,Wednesday,20:00,Single,6
Vic,5,1996,Wednesday,1:00,Multiple,1
Vic,5,1996,Friday,1:00,Single,1
WA,5,1996,Thursday,2:00,Single,1
Qld,5,1996,Sunday,7:00,Single,1
