State,Year,Month,Fatalities,Day,Date
Vic,2016,Nov,25,11,2016-11-1
Vic,2016,Dec,25,12,2016-12-1
Vic,2017,Jan,17,1,2017-1-1
Vic,2017,Feb,18,2,2017-2-1
Vic,2017,Mar,22,3,2017-3-1
Vic,2017,Apr,28,4,2017-4-1
Vic,2017,May,21,5,2017-5-1
Vic,2017,Jun,15,6,2017-6-1
Vic,2017,Jul,21,7,2017-7-1
Vic,2017,Aug,26,8,2017-8-1
Vic,2017,Sep,18,9,2017-9-1
Vic,2017,Oct,12,10,2017-10-1
Vic,2017,Nov,32,11,2017-11-1
Vic,2017,Dec,29,12,2017-12-1
Vic,2018,Jan,20,1,2018-1-1
Vic,2018,Feb,15,2,2018-2-1
Vic,2018,Mar,21,3,2018-3-1
Vic,2018,Apr,9,4,2018-4-1
Vic,2018,May,23,5,2018-5-1
Vic,2018,Jun,12,6,2018-6-1
Vic,2018,Jul,15,7,2018-7-1
Vic,2018,Aug,18,8,2018-8-1
Vic,2018,Sep,19,9,2018-9-1
Vic,2018,Oct,21,10,2018-10-1
Vic,2018,Nov,23,11,2018-11-1
Vic,2018,Dec,17,12,2018-12-1
Vic,2019,Jan,22,1,2019-1-1
Vic,2019,Feb,33,2,2019-2-1
Vic,2019,Mar,20,3,2019-3-1
Vic,2019,Apr,24,4,2019-4-1
Vic,2019,May,33,5,2019-5-1
Vic,2019,Jun,18,6,2019-6-1
Vic,2019,Jul,17,7,2019-7-1
Vic,2019,Aug,16,8,2019-8-1
Vic,2019,Sep,18,9,2019-9-1
Vic,2019,Oct,26,10,2019-10-1
Vic,2019,Nov,18,11,2019-11-1
Vic,2019,Dec,21,12,2019-12-1
Vic,2020,Jan,23,1,2020-1-1
Vic,2020,Feb,18,2,2020-2-1
Vic,2020,Mar,26,3,2020-3-1
Vic,2020,Apr,17,4,2020-4-1
Vic,2020,May,15,5,2020-5-1
Vic,2020,Jun,16,6,2020-6-1
Vic,2020,Jul,15,7,2020-7-1
Vic,2020,Aug,14,8,2020-8-1
Vic,2020,Sep,14,9,2020-9-1
Vic,2020,Oct,22,10,2020-10-1
Vic,2020,Nov,15,11,2020-11-1
Vic,2020,Dec,16,12,2020-12-1
Vic,2021,Jan,14,1,2021-1-1
Vic,2021,Feb,21,2,2021-2-1
Vic,2021,Mar,24,3,2021-3-1
Vic,2021,Apr,14,4,2021-4-1
Vic,2021,May,14,5,2021-5-1
Vic,2021,Jun,20,6,2021-6-1
Vic,2021,Jul,20,7,2021-7-1
Vic,2021,Aug,17,8,2021-8-1
Vic,2021,Sep,21,9,2021-9-1
Vic,2021,Oct,18,10,2021-10-1
Vic,2021,Nov,25,11,2021-11-1
Vic,2021,Dec,24,12,2021-12-1
Vic,2022,Jan,23,1,2022-1-1
Vic,2022,Feb,23,2,2022-2-1
Vic,2022,Mar,17,3,2022-3-1
Vic,2022,Apr,19,4,2022-4-1
Vic,2022,May,16,5,2022-5-1
Vic,2022,Jun,25,6,2022-6-1
Vic,2022,Jul,21,7,2022-7-1
Vic,2022,Aug,19,8,2022-8-1
WA,1989,Jan,25,1,1989-1-1
WA,1989,Feb,12,2,1989-2-1
WA,1989,Mar,20,3,1989-3-1
WA,1989,Apr,14,4,1989-4-1
WA,1989,May,15,5,1989-5-1
WA,1989,Jun,21,6,1989-6-1
WA,1989,Jul,22,7,1989-7-1
WA,1989,Aug,22,8,1989-8-1
WA,1989,Sep,23,9,1989-9-1
WA,1989,Oct,21,10,1989-10-1
WA,1989,Nov,17,11,1989-11-1
WA,1989,Dec,30,12,1989-12-1
WA,1990,Jan,16,1,1990-1-1
WA,1990,Feb,14,2,1990-2-1
WA,1990,Mar,13,3,1990-3-1
WA,1990,Apr,24,4,1990-4-1
WA,1990,May,11,5,1990-5-1
WA,1990,Jun,25,6,1990-6-1
WA,1990,Jul,14,7,1990-7-1
WA,1990,Aug,10,8,1990-8-1
WA,1990,Sep,16,9,1990-9-1
WA,1990,Oct,11,10,1990-10-1
WA,1990,Nov,16,11,1990-11-1
WA,1990,Dec,26,12,1990-12-1
WA,1991,Jan,26,1,1991-1-1
WA,1991,Feb,11,2,1991-2-1
WA,1991,Mar,14,3,1991-3-1
WA,1991,Apr,18,4,1991-4-1
WA,1991,May,11,5,1991-5-1
WA,1991,Jun,13,6,1991-6-1
WA,1991,Jul,14,7,1991-7-1
WA,1991,Aug,24,8,1991-8-1
WA,1991,Sep,18,9,1991-9-1
WA,1991,Oct,24,10,1991-10-1
WA,1991,Nov,11,11,1991-11-1
WA,1991,Dec,23,12,1991-12-1
WA,1992,Jan,16,1,1992-1-1
WA,1992,Feb,8,2,1992-2-1
WA,1992,Mar,20,3,1992-3-1
WA,1992,Apr,12,4,1992-4-1
WA,1992,May,15,5,1992-5-1
WA,1992,Jun,16,6,1992-6-1
WA,1992,Jul,18,7,1992-7-1
WA,1992,Aug,8,8,1992-8-1
WA,1992,Sep,29,9,1992-9-1
WA,1992,Oct,19,10,1992-10-1
WA,1992,Nov,17,11,1992-11-1
WA,1992,Dec,22,12,1992-12-1
WA,1993,Jan,8,1,1993-1-1
WA,1993,Feb,11,2,1993-2-1
WA,1993,Mar,15,3,1993-3-1
WA,1993,Apr,16,4,1993-4-1
WA,1993,May,19,5,1993-5-1
WA,1993,Jun,16,6,1993-6-1
WA,1993,Jul,17,7,1993-7-1
WA,1993,Aug,25,8,1993-8-1
WA,1993,Sep,15,9,1993-9-1
WA,1993,Oct,24,10,1993-10-1
WA,1993,Nov,15,11,1993-11-1
WA,1993,Dec,28,12,1993-12-1
WA,1994,Jan,11,1,1994-1-1
WA,1994,Feb,12,2,1994-2-1
WA,1994,Mar,16,3,1994-3-1
WA,1994,Apr,16,4,1994-4-1
WA,1994,May,17,5,1994-5-1
WA,1994,Jun,16,6,1994-6-1
WA,1994,Jul,20,7,1994-7-1
WA,1994,Aug,17,8,1994-8-1
WA,1994,Sep,25,9,1994-9-1
WA,1994,Oct,22,10,1994-10-1
WA,1994,Nov,22,11,1994-11-1
WA,1994,Dec,17,12,1994-12-1
WA,1995,Jan,20,1,1995-1-1
WA,1995,Feb,22,2,1995-2-1
WA,1995,Mar,14,3,1995-3-1
WA,1995,Apr,13,4,1995-4-1
WA,1995,May,15,5,1995-5-1
WA,1995,Jun,18,6,1995-6-1
WA,1995,Jul,18,7,1995-7-1
WA,1995,Aug,15,8,1995-8-1
WA,1995,Sep,21,9,1995-9-1
WA,1995,Oct,21,10,1995-10-1
WA,1995,Nov,17,11,1995-11-1
WA,1995,Dec,15,12,1995-12-1
WA,1996,Jan,26,1,1996-1-1
WA,1996,Feb,19,2,1996-2-1
WA,1996,Mar,18,3,1996-3-1
WA,1996,Apr,22,4,1996-4-1
WA,1996,May,15,5,1996-5-1
WA,1996,Jun,18,6,1996-6-1
WA,1996,Jul,22,7,1996-7-1
WA,1996,Aug,28,8,1996-8-1
WA,1996,Sep,16,9,1996-9-1
WA,1996,Oct,23,10,1996-10-1
WA,1996,Nov,22,11,1996-11-1
WA,1996,Dec,18,12,1996-12-1
WA,1997,Jan,18,1,1997-1-1
WA,1997,Feb,18,2,1997-2-1
WA,1997,Mar,20,3,1997-3-1
WA,1997,Apr,15,4,1997-4-1
WA,1997,May,9,5,1997-5-1
WA,1997,Jun,15,6,1997-6-1
WA,1997,Jul,21,7,1997-7-1
WA,1997,Aug,15,8,1997-8-1
WA,1997,Sep,14,9,1997-9-1
WA,1997,Oct,20,10,1997-10-1
WA,1997,Nov,22,11,1997-11-1
WA,1997,Dec,10,12,1997-12-1
WA,1998,Jan,17,1,1998-1-1
WA,1998,Feb,12,2,1998-2-1
WA,1998,Mar,15,3,1998-3-1
WA,1998,Apr,22,4,1998-4-1
WA,1998,May,20,5,1998-5-1
WA,1998,Jun,15,6,1998-6-1
WA,1998,Jul,21,7,1998-7-1
WA,1998,Aug,17,8,1998-8-1
WA,1998,Sep,21,9,1998-9-1
WA,1998,Oct,22,10,1998-10-1
WA,1998,Nov,21,11,1998-11-1
WA,1998,Dec,20,12,1998-12-1
WA,1999,Jan,15,1,1999-1-1
WA,1999,Feb,18,2,1999-2-1
WA,1999,Mar,18,3,1999-3-1
WA,1999,Apr,17,4,1999-4-1
WA,1999,May,14,5,1999-5-1
WA,1999,Jun,21,6,1999-6-1
WA,1999,Jul,13,7,1999-7-1
WA,1999,Aug,25,8,1999-8-1
WA,1999,Sep,25,9,1999-9-1
WA,1999,Oct,15,10,1999-10-1
WA,1999,Nov,23,11,1999-11-1
WA,1999,Dec,14,12,1999-12-1
WA,2000,Jan,16,1,2000-1-1
WA,2000,Feb,12,2,2000-2-1
WA,2000,Mar,18,3,2000-3-1
WA,2000,Apr,14,4,2000-4-1
WA,2000,May,15,5,2000-5-1
WA,2000,Jun,22,6,2000-6-1
WA,2000,Jul,20,7,2000-7-1
WA,2000,Aug,14,8,2000-8-1
WA,2000,Sep,20,9,2000-9-1
WA,2000,Oct,26,10,2000-10-1
WA,2000,Nov,18,11,2000-11-1
WA,2000,Dec,17,12,2000-12-1
WA,2001,Jan,14,1,2001-1-1
WA,2001,Feb,10,2,2001-2-1
WA,2001,Mar,14,3,2001-3-1
WA,2001,Apr,19,4,2001-4-1
WA,2001,May,17,5,2001-5-1
WA,2001,Jun,10,6,2001-6-1
WA,2001,Jul,17,7,2001-7-1
WA,2001,Aug,12,8,2001-8-1
WA,2001,Sep,13,9,2001-9-1
WA,2001,Oct,14,10,2001-10-1
WA,2001,Nov,14,11,2001-11-1
WA,2001,Dec,11,12,2001-12-1
WA,2002,Jan,7,1,2002-1-1
WA,2002,Feb,20,2,2002-2-1
WA,2002,Mar,18,3,2002-3-1
WA,2002,Apr,10,4,2002-4-1
WA,2002,May,22,5,2002-5-1
WA,2002,Jun,13,6,2002-6-1
WA,2002,Jul,16,7,2002-7-1
WA,2002,Aug,20,8,2002-8-1
WA,2002,Sep,11,9,2002-9-1
WA,2002,Oct,19,10,2002-10-1
WA,2002,Nov,14,11,2002-11-1
WA,2002,Dec,9,12,2002-12-1
WA,2003,Jan,19,1,2003-1-1
WA,2003,Feb,12,2,2003-2-1
WA,2003,Mar,18,3,2003-3-1
WA,2003,Apr,22,4,2003-4-1
WA,2003,May,11,5,2003-5-1
WA,2003,Jun,13,6,2003-6-1
WA,2003,Jul,12,7,2003-7-1
WA,2003,Aug,9,8,2003-8-1
WA,2003,Sep,14,9,2003-9-1
WA,2003,Oct,21,10,2003-10-1
WA,2003,Nov,17,11,2003-11-1
WA,2003,Dec,12,12,2003-12-1
WA,2004,Jan,17,1,2004-1-1
WA,2004,Feb,13,2,2004-2-1
WA,2004,Mar,15,3,2004-3-1
WA,2004,Apr,14,4,2004-4-1
WA,2004,May,14,5,2004-5-1
WA,2004,Jun,10,6,2004-6-1
WA,2004,Jul,16,7,2004-7-1
WA,2004,Aug,16,8,2004-8-1
WA,2004,Sep,21,9,2004-9-1
WA,2004,Oct,13,10,2004-10-1
WA,2004,Nov,10,11,2004-11-1
WA,2004,Dec,19,12,2004-12-1
WA,2005,Jan,14,1,2005-1-1
WA,2005,Feb,14,2,2005-2-1
WA,2005,Mar,14,3,2005-3-1
WA,2005,Apr,18,4,2005-4-1
WA,2005,May,12,5,2005-5-1
WA,2005,Jun,7,6,2005-6-1
WA,2005,Jul,10,7,2005-7-1
WA,2005,Aug,19,8,2005-8-1
WA,2005,Sep,18,9,2005-9-1
WA,2005,Oct,9,10,2005-10-1
WA,2005,Nov,13,11,2005-11-1
WA,2005,Dec,15,12,2005-12-1
WA,2006,Jan,26,1,2006-1-1
WA,2006,Feb,12,2,2006-2-1
WA,2006,Mar,12,3,2006-3-1
WA,2006,Apr,11,4,2006-4-1
WA,2006,May,15,5,2006-5-1
WA,2006,Jun,17,6,2006-6-1
WA,2006,Jul,16,7,2006-7-1
WA,2006,Aug,19,8,2006-8-1
WA,2006,Sep,16,9,2006-9-1
WA,2006,Oct,17,10,2006-10-1
WA,2006,Nov,16,11,2006-11-1
WA,2006,Dec,23,12,2006-12-1
WA,2007,Jan,32,1,2007-1-1
WA,2007,Feb,15,2,2007-2-1
WA,2007,Mar,27,3,2007-3-1
WA,2007,Apr,10,4,2007-4-1
WA,2007,May,21,5,2007-5-1
WA,2007,Jun,11,6,2007-6-1
WA,2007,Jul,18,7,2007-7-1
WA,2007,Aug,20,8,2007-8-1
WA,2007,Sep,19,9,2007-9-1
WA,2007,Oct,16,10,2007-10-1
WA,2007,Nov,20,11,2007-11-1
WA,2007,Dec,26,12,2007-12-1
WA,2008,Jan,15,1,2008-1-1
WA,2008,Feb,12,2,2008-2-1
WA,2008,Mar,22,3,2008-3-1
WA,2008,Apr,14,4,2008-4-1
WA,2008,May,17,5,2008-5-1
WA,2008,Jun,22,6,2008-6-1
WA,2008,Jul,13,7,2008-7-1
WA,2008,Aug,18,8,2008-8-1
WA,2008,Sep,11,9,2008-9-1
WA,2008,Oct,18,10,2008-10-1
WA,2008,Nov,21,11,2008-11-1
WA,2008,Dec,22,12,2008-12-1
WA,2009,Jan,12,1,2009-1-1
WA,2009,Feb,20,2,2009-2-1
WA,2009,Mar,16,3,2009-3-1
WA,2009,Apr,13,4,2009-4-1
WA,2009,May,17,5,2009-5-1
WA,2009,Jun,14,6,2009-6-1
WA,2009,Jul,9,7,2009-7-1
WA,2009,Aug,11,8,2009-8-1
WA,2009,Sep,8,9,2009-9-1
WA,2009,Oct,32,10,2009-10-1
WA,2009,Nov,21,11,2009-11-1
WA,2009,Dec,18,12,2009-12-1
WA,2010,Jan,11,1,2010-1-1
WA,2010,Feb,5,2,2010-2-1
WA,2010,Mar,17,3,2010-3-1
WA,2010,Apr,17,4,2010-4-1
WA,2010,May,21,5,2010-5-1
WA,2010,Jun,13,6,2010-6-1
WA,2010,Jul,14,7,2010-7-1
WA,2010,Aug,17,8,2010-8-1
WA,2010,Sep,17,9,2010-9-1
WA,2010,Oct,12,10,2010-10-1
WA,2010,Nov,25,11,2010-11-1
WA,2010,Dec,24,12,2010-12-1
WA,2011,Jan,10,1,2011-1-1
WA,2011,Feb,20,2,2011-2-1
WA,2011,Mar,11,3,2011-3-1
WA,2011,Apr,19,4,2011-4-1
WA,2011,May,13,5,2011-5-1
WA,2011,Jun,17,6,2011-6-1
WA,2011,Jul,5,7,2011-7-1
WA,2011,Aug,17,8,2011-8-1
WA,2011,Sep,17,9,2011-9-1
WA,2011,Oct,17,10,2011-10-1
WA,2011,Nov,18,11,2011-11-1
WA,2011,Dec,15,12,2011-12-1
WA,2012,Jan,9,1,2012-1-1
WA,2012,Feb,18,2,2012-2-1
WA,2012,Mar,16,3,2012-3-1
WA,2012,Apr,11,4,2012-4-1
WA,2012,May,17,5,2012-5-1
WA,2012,Jun,17,6,2012-6-1
WA,2012,Jul,16,7,2012-7-1
WA,2012,Aug,12,8,2012-8-1
WA,2012,Sep,13,9,2012-9-1
WA,2012,Oct,19,10,2012-10-1
WA,2012,Nov,19,11,2012-11-1
WA,2012,Dec,16,12,2012-12-1
WA,2013,Jan,20,1,2013-1-1
WA,2013,Feb,13,2,2013-2-1
WA,2013,Mar,8,3,2013-3-1
WA,2013,Apr,7,4,2013-4-1
WA,2013,May,25,5,2013-5-1
WA,2013,Jun,12,6,2013-6-1
WA,2013,Jul,13,7,2013-7-1
WA,2013,Aug,11,8,2013-8-1
WA,2013,Sep,13,9,2013-9-1
WA,2013,Oct,12,10,2013-10-1
WA,2013,Nov,13,11,2013-11-1
WA,2013,Dec,15,12,2013-12-1
WA,2014,Jan,7,1,2014-1-1
WA,2014,Feb,15,2,2014-2-1
WA,2014,Mar,19,3,2014-3-1
WA,2014,Apr,15,4,2014-4-1
WA,2014,May,9,5,2014-5-1
WA,2014,Jun,17,6,2014-6-1
WA,2014,Jul,17,7,2014-7-1
WA,2014,Aug,13,8,2014-8-1
WA,2014,Sep,16,9,2014-9-1
WA,2014,Oct,22,10,2014-10-1
WA,2014,Nov,16,11,2014-11-1
WA,2014,Dec,17,12,2014-12-1
WA,2015,Jan,10,1,2015-1-1
WA,2015,Feb,14,2,2015-2-1
WA,2015,Mar,20,3,2015-3-1
WA,2015,Apr,14,4,2015-4-1
WA,2015,May,10,5,2015-5-1
WA,2015,Jun,10,6,2015-6-1
WA,2015,Jul,5,7,2015-7-1
WA,2015,Aug,21,8,2015-8-1
WA,2015,Sep,15,9,2015-9-1
WA,2015,Oct,12,10,2015-10-1
WA,2015,Nov,11,11,2015-11-1
WA,2015,Dec,17,12,2015-12-1
WA,2016,Jan,19,1,2016-1-1
WA,2016,Feb,12,2,2016-2-1
WA,2016,Mar,22,3,2016-3-1
WA,2016,Apr,11,4,2016-4-1
WA,2016,May,14,5,2016-5-1
WA,2016,Jun,10,6,2016-6-1
WA,2016,Jul,19,7,2016-7-1
WA,2016,Aug,17,8,2016-8-1
WA,2016,Sep,12,9,2016-9-1
WA,2016,Oct,21,10,2016-10-1
WA,2016,Nov,17,11,2016-11-1
WA,2016,Dec,19,12,2016-12-1
WA,2017,Jan,16,1,2017-1-1
WA,2017,Feb,7,2,2017-2-1
WA,2017,Mar,15,3,2017-3-1
WA,2017,Apr,19,4,2017-4-1
WA,2017,May,7,5,2017-5-1
WA,2017,Jun,12,6,2017-6-1
WA,2017,Jul,11,7,2017-7-1
WA,2017,Aug,11,8,2017-8-1
WA,2017,Sep,12,9,2017-9-1
WA,2017,Oct,17,10,2017-10-1
WA,2017,Nov,12,11,2017-11-1
WA,2017,Dec,20,12,2017-12-1
WA,2018,Jan,13,1,2018-1-1
WA,2018,Feb,11,2,2018-2-1
WA,2018,Mar,15,3,2018-3-1
WA,2018,Apr,20,4,2018-4-1
WA,2018,May,12,5,2018-5-1
WA,2018,Jun,10,6,2018-6-1
WA,2018,Jul,11,7,2018-7-1
WA,2018,Aug,15,8,2018-8-1
WA,2018,Sep,15,9,2018-9-1
WA,2018,Oct,8,10,2018-10-1
WA,2018,Nov,15,11,2018-11-1
WA,2018,Dec,13,12,2018-12-1
WA,2019,Jan,22,1,2019-1-1
WA,2019,Feb,13,2,2019-2-1
WA,2019,Mar,12,3,2019-3-1
WA,2019,Apr,15,4,2019-4-1
WA,2019,May,14,5,2019-5-1
WA,2019,Jun,17,6,2019-6-1
WA,2019,Jul,10,7,2019-7-1
WA,2019,Aug,16,8,2019-8-1
WA,2019,Sep,12,9,2019-9-1
WA,2019,Oct,9,10,2019-10-1
WA,2019,Nov,9,11,2019-11-1
WA,2019,Dec,14,12,2019-12-1
WA,2020,Jan,11,1,2020-1-1
WA,2020,Feb,12,2,2020-2-1
WA,2020,Mar,11,3,2020-3-1
WA,2020,Apr,9,4,2020-4-1
WA,2020,May,15,5,2020-5-1
WA,2020,Jun,13,6,2020-6-1
WA,2020,Jul,13,7,2020-7-1
WA,2020,Aug,13,8,2020-8-1
WA,2020,Sep,10,9,2020-9-1
WA,2020,Oct,18,10,2020-10-1
WA,2020,Nov,19,11,2020-11-1
WA,2020,Dec,10,12,2020-12-1
WA,2021,Jan,25,1,2021-1-1
WA,2021,Feb,8,2,2021-2-1
WA,2021,Mar,11,3,2021-3-1
WA,2021,Apr,12,4,2021-4-1
WA,2021,May,16,5,2021-5-1
WA,2021,Jun,12,6,2021-6-1
WA,2021,Jul,15,7,2021-7-1
WA,2021,Aug,11,8,2021-8-1
WA,2021,Sep,18,9,2021-9-1
WA,2021,Oct,10,10,2021-10-1
WA,2021,Nov,14,11,2021-11-1
WA,2021,Dec,14,12,2021-12-1
WA,2022,Jan,10,1,2022-1-1
WA,2022,Feb,7,2,2022-2-1
WA,2022,Mar,15,3,2022-3-1
WA,2022,Apr,16,4,2022-4-1
WA,2022,May,10,5,2022-5-1
WA,2022,Jun,15,6,2022-6-1
WA,2022,Jul,12,7,2022-7-1
WA,2022,Aug,15,8,2022-8-1
